Experiment ID,Phase,Ecosystem Model ID,Ecosystem Model,Model Description,MSRS Status,MSRS Policy ID,MSRS Policy,Scenario ID,Scenario Name,Scenario Type,Scenario Difficulty,Simulation Horizon,Time Step Resolution,Repetitions,Random Seed Set,Controlled Variables,Independent Variables,Dependent Metrics,Statistical Test,Comparison Reference,Expected Analysis Output,Paper Table / Figure Link,Result Placeholder
E231,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P05,Waste-First Policy,S16,Scholarship Meal Expansion,Welfare policy intervention,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E232,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P06,Affordability-First Policy,S16,Scholarship Meal Expansion,Welfare policy intervention,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E233,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P07,Fairness-First Policy,S16,Scholarship Meal Expansion,Welfare policy intervention,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E234,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P08,Resilience-First Policy,S16,Scholarship Meal Expansion,Welfare policy intervention,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E235,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P09,Sustainability-First Policy,S16,Scholarship Meal Expansion,Welfare policy intervention,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E236,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P10,Compliance-First Policy,S16,Scholarship Meal Expansion,Welfare policy intervention,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E237,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P11,Balanced EVI Policy,S16,Scholarship Meal Expansion,Welfare policy intervention,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E238,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P12,Adaptive Scenario-Aware Policy,S16,Scholarship Meal Expansion,Welfare policy intervention,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E239,Scenario Test,M1,Baseline,Traditional decentralized ecosystem,No MSRS,P00,Not Applicable,S17,Preference Shift,Behavioral demand shift,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],Compare against Baseline and Online Platform under same scenario,"Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E240,Scenario Test,M2,Online Platform,Digital transaction platform ecosystem,No MSRS,P00,Not Applicable,S17,Preference Shift,Behavioral demand shift,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],Compare against Baseline and Online Platform under same scenario,"Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E241,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P01,Cost-First Policy,S17,Preference Shift,Behavioral demand shift,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E242,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P02,Profit-First Policy,S17,Preference Shift,Behavioral demand shift,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E243,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P03,Student Satisfaction-First Policy,S17,Preference Shift,Behavioral demand shift,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E244,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P04,Nutrition-First Policy,S17,Preference Shift,Behavioral demand shift,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E245,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P05,Waste-First Policy,S17,Preference Shift,Behavioral demand shift,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E246,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P06,Affordability-First Policy,S17,Preference Shift,Behavioral demand shift,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E247,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P07,Fairness-First Policy,S17,Preference Shift,Behavioral demand shift,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E248,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P08,Resilience-First Policy,S17,Preference Shift,Behavioral demand shift,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E249,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P09,Sustainability-First Policy,S17,Preference Shift,Behavioral demand shift,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E250,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P10,Compliance-First Policy,S17,Preference Shift,Behavioral demand shift,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E251,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P11,Balanced EVI Policy,S17,Preference Shift,Behavioral demand shift,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E252,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P12,Adaptive Scenario-Aware Policy,S17,Preference Shift,Behavioral demand shift,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E253,Scenario Test,M1,Baseline,Traditional decentralized ecosystem,No MSRS,P00,Not Applicable,S18,Extreme Weather,Environmental disruption,Medium-High,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],Compare against Baseline and Online Platform under same scenario,"Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E254,Scenario Test,M2,Online Platform,Digital transaction platform ecosystem,No MSRS,P00,Not Applicable,S18,Extreme Weather,Environmental disruption,Medium-High,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],Compare against Baseline and Online Platform under same scenario,"Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E255,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P01,Cost-First Policy,S18,Extreme Weather,Environmental disruption,Medium-High,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E256,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P02,Profit-First Policy,S18,Extreme Weather,Environmental disruption,Medium-High,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E257,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P03,Student Satisfaction-First Policy,S18,Extreme Weather,Environmental disruption,Medium-High,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E258,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P04,Nutrition-First Policy,S18,Extreme Weather,Environmental disruption,Medium-High,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E259,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P05,Waste-First Policy,S18,Extreme Weather,Environmental disruption,Medium-High,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E260,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P06,Affordability-First Policy,S18,Extreme Weather,Environmental disruption,Medium-High,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E261,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P07,Fairness-First Policy,S18,Extreme Weather,Environmental disruption,Medium-High,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E262,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P08,Resilience-First Policy,S18,Extreme Weather,Environmental disruption,Medium-High,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
